Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Georgia,GEO,16.81100629,16.945399,17.03015132,17.06868515,17.06442239,17.02078494,16.86410261,16.57042934,16.21777316,15.88414213,15.64754428,15.48587963,15.34041908,15.234227,15.19036779,15.23190583,15.42106514,15.81764516,16.44107335,17.31077715,18.44618402,22.19918141,23.06312599,22.25175769,20.97917548,20.33047365,19.31396689,18.53426896,18.45423844,17.61830215,17.04384211,,,
Ghana,GHA,60.84589948,56.87535025,53.8815753,51.81032761,50.60736015,50.21842589,51.55878229,54.75501677,58.56987729,61.76611178,63.10646818,61.75777732,58.50799901,54.55157468,51.08294575,49.29655363,48.78541182,48.35785834,48.03132141,47.82322922,47.75100997,52.80143161,56.95704233,44.73062367,43.96272936,68.01122849,62.88896429,60.35903417,56.00418258,49.6566317,54.24278731,,,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,48.85569722,47.45983232,46.27682835,45.36259902,44.77305805,44.56411912,44.76837665,45.25546478,45.83685682,46.3240261,46.52844592,46.2915149,45.71955326,45.02141677,44.40596116,44.0820422,43.98174361,43.90491347,43.86205404,43.86366754,43.92025622,45.73554951,47.84514747,37.44481107,39.84963663,54.27766809,49.6336311,49.7395461,48.41239674,42.87810689,43.76744501,,,
"Gambia, The",GMB,61.22257862,61.08753056,60.97740229,60.89248714,60.83307845,60.79946957,60.82585001,60.91116877,61.00285842,61.04835148,60.99508052,60.12178452,58.20261283,55.92811359,53.98883495,53.07532505,52.93034886,52.83830395,52.80218735,52.82499611,52.90972723,56.19343048,66.41985059,47.62546975,50.9583279,63.75039343,58.79105609,64.53906317,59.27349287,54.87329162,58.36404022,,,
Guinea-Bissau,GNB,57.07579375,56.18975102,55.43116631,54.83770574,54.44703541,54.29682144,54.39473556,54.65196671,54.96145676,55.21614758,55.30898104,54.58555726,52.89425078,50.88216516,49.19640392,48.48407061,48.51400572,48.62243321,48.80753187,49.06748047,49.40045777,51.05425376,55.8088468,41.54104053,43.55934685,56.92019194,52.69972657,56.78145126,54.14097843,48.50289705,50.21276551,,,
Equatorial Guinea,GNQ,36.07250499,34.39528051,33.09632729,32.17245432,31.62047061,31.43718516,31.9334763,33.11693952,34.52945951,35.71292093,36.20920847,35.62370816,34.21656525,32.51180322,31.03344558,30.30551582,30.13776422,29.99598315,29.88825921,29.82267902,29.80732919,30.90974836,30.27007806,29.58597598,29.85737491,38.49467534,36.53133737,32.75219318,31.39130535,31.55237846,35.37905218,,,
Greece,GRC,24.24292122,24.16884323,24.1190685,24.08730487,24.06726016,24.0526422,24.1063301,24.24395376,24.38834713,24.46234419,24.38877889,24.14883388,23.80196717,23.38842576,22.94845667,22.52230692,22.03116294,21.44685799,20.88560931,20.46363412,20.29714968,21.38335429,18.80951135,17.96008079,16.86992653,17.23720728,15.77503457,15.67241003,15.58401002,14.94190555,14.40892804,,,
Grenada,GRD,24.23313246,23.9558928,23.72712733,23.55597404,23.45157093,23.42305598,23.50019898,23.66374565,23.84929787,23.99245753,24.02882652,23.77806558,23.23052652,22.57784785,22.01166805,21.72362564,21.70008351,21.76567391,21.86943933,21.96042222,21.98766509,21.6067771,22.05410281,22.86590001,23.32492928,25.17774215,25.07688149,24.30147196,24.09698816,24.26473714,24.65724161,,,
Greenland,GRL,7.551455159,7.559912449,7.553275975,7.532949905,7.500338411,7.456845662,7.379927297,7.26263362,7.129760796,7.006104991,6.916462368,6.859112467,6.810878924,6.764374052,6.712210161,6.646999565,6.562318525,6.456460021,6.32911144,6.17996017,6.008693596,5.74056233,6.180185817,6.23885063,6.551713058,6.144690393,6.467248274,7.492154833,6.756305492,6.489507459,6.556247542,,,
Guatemala,GTM,40.92954645,40.65486978,40.36110272,40.05129708,39.72850464,39.39577722,39.0758623,38.76319824,38.41837313,38.00197503,37.47459203,36.54607335,35.13176907,33.50051853,31.9211611,30.66253614,29.59995086,28.52475038,27.5798309,26.90808866,26.65241987,30.2785785,27.30055972,29.0925323,26.7327979,27.40041639,25.21679649,25.18454521,23.22339649,20.21028105,21.63573559,,,
Guam,GUM,8.948228209,8.880718623,8.82009539,8.766335115,8.719414404,8.679309862,8.720557235,8.868168695,9.04783549,9.185248867,9.206100073,9.103276045,8.939517658,8.745297066,8.551086423,8.387357884,8.268786785,8.173274714,8.076133203,7.952673781,7.77820798,7.380915789,7.500947959,8.603966567,8.150542497,10.77679589,8.951240874,8.620619473,10.00656452,9.887840137,9.575105533,,,
Guyana,GUY,24.33507308,24.02541112,23.84701749,23.77152628,23.77057158,23.81578747,24.29591126,25.35552462,26.60002822,27.63482271,28.06530877,27.67492182,26.73731742,25.59322644,24.58337972,24.04850813,23.93752553,23.92764144,23.95203019,23.94386607,23.8363234,23.13275796,24.02027505,23.91241807,24.23118673,25.8352499,25.38549304,25.21647707,25.7636449,26.09207348,25.46066805,,,
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,32.01000593,31.58859761,31.23305461,30.94379656,30.72124308,30.56581378,30.58157437,30.78525376,31.0462664,31.23402675,31.21794923,30.87545807,30.24623346,29.44307385,28.5787777,27.76614348,26.85386059,25.76188074,24.70989572,23.91759738,23.60467753,27.5473866,24.20906684,26.21008307,24.19704863,24.69319894,22.88298468,22.05712509,20.51759699,18.14366035,20.31368339,,,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,24.89057849,24.76079503,24.60660857,24.43103146,24.23707609,24.02775481,23.71919601,23.30446208,22.9019664,22.63012233,22.60734325,22.92271001,23.47050606,24.0769486,24.56825483,24.77064198,24.43590678,23.63769207,22.6849842,21.8867695,21.5520343,23.6135683,20.91953659,20.26404131,19.82894091,20.17187104,18.17783133,18.7613906,20.00144978,15.91485399,16.1208593,,,
Haiti,HTI,18.95736867,18.74819359,18.62105921,18.55702239,18.53713999,18.54246889,18.72352468,19.13953493,19.63462449,20.0529182,20.2385409,20.16266278,19.9490168,19.67057193,19.40029713,19.21116136,19.09653579,19.00118374,18.92516245,18.86852916,18.83134111,18.88570067,19.06409408,19.39522239,20.75841618,21.50586329,20.52779838,20.71086317,21.54791555,20.938502,21.35025544,,,
Hungary,HUN,25.26056828,25.23871515,25.11788394,24.91544488,24.64876819,24.33522411,23.7339532,22.78166038,21.7620624,20.95887599,20.65581789,20.82024777,21.15222119,21.53449868,21.84984078,21.98100803,21.8234248,21.44764939,20.99914326,20.62336786,20.46578462,21.30889279,18.93202126,17.85297566,17.93977439,17.98025014,16.23893892,17.02368843,17.50185352,14.64123544,14.13649958,,,
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,29.83679546,29.53305595,29.21366259,28.88323004,28.54637295,28.20770595,27.8429926,27.43910618,27.01732603,26.59893146,26.20520179,25.85437605,25.52916865,25.19757196,24.82757837,24.38718025,23.88605543,23.31567113,22.6167038,21.72982988,20.59572582,17.91857231,19.5533516,20.10299356,18.53546489,18.67127865,19.13100428,16.95556348,18.43718958,19.4270919,17.8814995,,,
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,62.00388801,61.25817932,60.64968034,60.17964032,59.84930853,59.65993422,59.72660953,60.07619575,60.57759588,61.09971289,61.51144978,61.90683477,62.37252215,62.76635396,62.94617225,62.76981905,61.19510992,58.02113499,54.3676481,51.35440313,50.10115395,61.70862421,74.00316075,76.25017683,79.03739571,73.81099141,75.78900353,67.31227139,68.12095251,59.89198088,48.39481152,,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,14.26908067,14.15728942,14.03073939,13.89099301,13.73961272,13.57816094,13.38490533,13.15637881,12.92154175,12.70935449,12.54877737,12.42648337,12.3040623,12.17284973,12.02418126,11.8493925,11.5711334,11.18342761,10.78467119,10.47326022,10.34759077,10.54042298,9.588933029,9.194087161,8.844726652,8.811582161,8.110193748,8.384296366,8.298636937,7.892394674,8.170586013,,,
"Iran, Islamic Rep.",IRN,33.82191939,33.85838881,33.94895956,34.08149565,34.24386109,34.4239199,34.7557611,35.27973852,35.84311333,36.2931467,36.47709978,36.30096767,35.88096034,35.37966126,34.95965393,34.78352182,34.9942072,35.55671598,36.36672711,37.31991955,38.31197226,39.61247997,38.00776161,38.75256476,36.37103615,38.69803296,37.48381454,35.01595826,37.67622919,34.01578957,32.28737336,,,
Iraq,IRQ,43.40480248,41.98947242,40.83127757,39.96319315,39.41819436,39.22925642,39.4957863,40.14086495,40.93297859,41.64061343,42.03225569,42.15095349,42.21863064,42.27208692,42.34812207,42.48353586,43.23384006,44.76652314,46.53634987,47.99808507,48.60649351,44.59020542,43.76335815,42.91624625,37.79473333,44.64398884,42.33678519,40.02670907,41.75586361,37.7315693,38.17506998,,,
Iceland,ISL,7.733270832,7.669478816,7.613260827,7.56328775,7.518230472,7.476759882,7.4492749,7.439545156,7.4362976,7.428259179,7.404156844,7.364013509,7.315432387,7.258510879,7.193346385,7.120036303,7.007141437,6.849790485,6.687932693,6.561517303,6.510493562,6.708740317,6.110175404,5.96459941,5.787105614,5.733280953,5.277177726,5.839962796,5.559240656,5.481558072,5.105548275,,,
Israel,ISR,24.62134993,25.43146827,26.10090635,26.62339916,26.9926817,27.20248896,27.1027613,26.67413085,26.10637018,25.5892519,25.31254857,25.22342725,25.14122655,25.06397647,24.98970698,24.91644809,24.84307024,24.76999517,24.69757973,24.6261808,24.55615523,24.48040021,22.10385554,22.57820735,21.17546972,22.10430273,18.81701137,20.02934413,20.56259748,19.55564321,18.59827563,,,
Italy,ITA,29.05838131,28.77940751,28.50198958,28.22167959,27.9340296,27.63459167,27.35125563,27.09726867,26.84621887,26.57169434,26.24728315,25.81274118,25.25716783,24.62816643,23.97334037,23.34029298,22.62268577,21.78825756,20.99572772,20.40381562,20.17124061,21.33536766,18.76568812,18.05409983,16.89368288,17.76001652,15.7011487,15.96602618,16.33543613,14.89368586,14.65863862,,,
Jamaica,JAM,15.70202205,15.44179257,15.2306991,15.07329562,14.97413608,14.93777444,15.00284246,15.16964013,15.38522385,15.59664996,15.75097485,15.84525775,15.91201309,15.95148004,15.96389778,15.9495055,15.9267244,15.8986674,15.84261127,15.73583278,15.5556087,14.94712272,15.42473149,15.77491587,16.45971525,16.8646376,15.95584478,16.65664146,16.84268215,17.0706325,17.41363704,,,
Jordan,JOR,23.40115089,24.61830056,25.59955689,26.32505226,26.77491907,26.9292897,26.64845625,25.97877649,25.17948129,24.50980153,24.22896808,24.63912794,25.67361916,27.03845919,28.43966548,29.58325548,30.58722981,31.65550643,32.62297879,33.32454035,33.59508454,29.66242608,29.02445731,32.67791912,30.20224554,32.11423751,28.37548045,28.38316836,30.89112137,31.25973135,28.77376392,,,
Japan,JPN,13.37278269,13.29348113,13.22619896,13.17147064,13.12983064,13.10181341,13.10080211,13.12642315,13.15857586,13.17715959,13.16207369,13.08372197,12.93949089,12.74975377,12.53488394,12.31525472,12.01742402,11.62145882,11.22799611,10.93767287,10.85112606,12.27425307,12.80684313,13.25425124,13.7406103,12.86853593,12.7990612,13.11982762,13.07903303,12.93787279,12.83520166,,,
Kazakhstan,KAZ,18.94474606,19.02982244,19.05507621,19.02895577,18.95990956,18.85638598,18.58101401,18.08536682,17.51130915,17.00070576,16.69542137,16.56322001,16.48252201,16.46117665,16.50703317,16.62794083,16.8840447,17.35835024,18.09299726,19.1301256,20.51187509,25.4893927,27.20318244,25.84437386,23.8358367,22.5590496,22.76375252,21.01661068,20.5938701,20.85698539,20.02787243,,,
Kenya,KEN,16.28448781,16.30250845,16.35661605,16.44309097,16.55821358,16.69826426,17.25723831,18.37140976,19.65047702,20.70413854,21.14209273,20.89182869,20.29504521,19.58275524,18.98597176,18.73570772,18.97807,19.63839316,20.61653168,21.81234003,23.12567269,25.18221651,25.6442241,24.57576359,23.75138703,24.77606126,24.02118625,19.90155127,20.98756533,19.57052723,24.39179065,,,
Kyrgyz Republic,KGZ,22.02014767,22.16829705,22.30796626,22.43910665,22.56166953,22.67560624,22.78746421,22.89414806,22.98114492,23.03394188,23.03802607,22.9429163,22.75829358,22.55988825,22.42343065,22.42465112,22.63795091,23.11687791,23.90588243,25.0494148,26.59192533,33.45058437,34.38170871,33.82805701,30.54846352,29.74841214,29.0193222,26.85622542,27.45181448,26.76138443,24.38172523,,,
Cambodia,KHM,30.87483049,30.33377328,29.87151139,29.50012274,29.23168523,29.07827679,29.07996251,29.22239325,29.4360256,29.65131614,29.79872148,29.90572447,30.01915929,30.09850954,30.10325879,29.99289064,29.61304767,28.86426229,27.78835274,26.42713726,24.8224341,21.68071077,22.99657911,25.77850235,22.10528804,21.5990289,22.40718101,20.70753128,22.99194255,22.97380172,24.14360228,,,
Kiribati,KIR,10.9730335,11.00375109,11.05026212,11.10885711,11.17582659,11.24746108,11.38361937,11.6061836,11.85447936,12.0678322,12.18556769,12.21136175,12.19716874,12.15473195,12.09579463,12.03210005,11.9542996,11.85076478,11.729819,11.5997857,11.46898831,11.32194117,11.32261412,11.32026841,10.99722879,10.62014423,11.10670562,10.97003858,11.33669959,11.54812068,11.25682725,,,
St. Kitts and Nevis,KNA,9.139871191,9.115935561,9.093137073,9.071385231,9.050589537,9.030659495,9.022754313,9.026948965,9.026526597,9.00477036,8.944963401,8.770222637,8.474615715,8.147851884,7.879640392,7.75969049,7.749388596,7.746525929,7.745418932,7.740384048,7.725737722,7.020546642,7.639147271,7.487080514,7.357520915,8.179100011,8.691046503,8.592314262,8.017597376,7.871598558,8.594307988,,,
"Korea, Rep.",KOR,25.98121022,25.83403313,25.70271058,25.59142131,25.50434404,25.44565751,25.42758585,25.44285366,25.4663904,25.47312552,25.43798849,25.34457248,25.19651308,24.99880342,24.75643662,24.47440579,23.98378064,23.25544772,22.50412546,21.9445323,21.79138667,24.88304504,25.57679161,27.49296584,28.37600754,26.28996201,26.67043441,26.00436711,25.93439201,26.01536343,25.94398995,,,
Kuwait,KWT,54.80304004,52.21513327,50.37869322,49.19239732,48.554923,48.36494769,49.25593735,51.46445558,54.29382626,57.04737326,59.02842044,60.42273055,61.77713529,62.93656198,63.74593795,64.05019054,63.76965572,63.10068807,62.30224281,61.63327516,61.35274034,65.11153441,65.13855841,66.14124619,50.02893187,64.54796443,59.23195606,58.12917197,63.45835545,52.7825055,53.71514344,,,
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,29.69120714,29.59609982,29.50170184,29.41204295,29.33115288,29.26306138,29.18564546,29.08551031,28.97977788,28.88557017,28.82000911,28.82741068,28.89527399,28.95549575,28.93997267,28.78060147,28.4053139,27.77752698,26.88236538,25.70495372,24.23041667,20.57890117,22.4365697,24.24236261,21.39289979,20.16709886,22.46378728,19.15159822,20.984069,22.42896038,22.31766705,,,
Lebanon,LBN,16.4011832,17.04126097,17.60509767,18.05483448,18.35261256,18.46057307,18.4111216,18.29259542,18.15103325,18.03247382,17.98295583,18.01627136,18.10862327,18.24966652,18.42905604,18.63644677,19.12891925,19.9880976,20.94045219,21.71245335,22.03057144,19.34509354,18.78419579,20.25074642,20.36311985,20.68614677,19.36023611,18.89146139,19.98088996,20.59700906,19.23101729,,,
Liberia,LBR,39.46157826,36.63763583,34.46839953,32.93826487,32.03162736,31.73288253,32.49690708,34.36011151,36.67919192,38.81084445,40.11176521,40.76534994,41.35321456,41.82938544,42.14788898,42.26275158,41.36577209,39.23012175,36.68188543,34.54714805,33.6519945,43.09113061,40.95086225,33.83676235,34.34611358,51.11808732,48.30142678,41.50682371,42.0381018,37.15912536,42.36165903,,,
Libya,LBY,32.81504928,33.77157843,34.63959485,35.35277733,35.84480466,36.04935563,36.05874136,36.02771132,35.98360186,35.95374936,35.96549017,36.44872242,37.62707294,39.21847106,40.94084614,42.51212754,44.19915562,46.19497899,48.10683932,49.54197828,50.10763757,36.57342759,33.03925847,41.82876213,36.29436523,36.08680012,38.1668033,33.68592205,41.42097409,36.48447322,32.9707065,,,
St. Lucia,LCA,23.26778946,22.95122449,22.68639451,22.48532759,22.3600518,22.32259519,22.40104516,22.57120184,22.76666243,22.92102412,22.96788412,22.76236986,22.30738478,21.75819003,21.27004676,20.99821613,20.9474953,20.98234794,21.04753498,21.08781731,21.04795588,20.61192699,21.0465308,21.82441505,22.25781538,23.96770879,24.07613014,23.08332595,23.27295796,23.07050058,23.75858555,,,
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,26.24025171,25.84124168,25.53636022,25.31897491,25.18245335,25.12016314,25.24784705,25.59766362,26.03760417,26.43566001,26.65982245,26.72280951,26.72066158,26.64635358,26.49286042,26.25315698,25.85834859,25.24261851,24.40355857,23.33876057,22.04581633,19.30672088,20.91318537,21.9721782,19.78312654,17.91170462,19.52137197,18.34920163,20.84783509,19.77980365,19.96444086,,,
Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,26.36942322,26.38921925,26.38781299,26.36992153,26.34026199,26.30355147,26.1693734,25.87544399,25.46867945,24.99599603,24.50430994,23.78698343,22.77861368,21.73796933,20.92381905,20.59493148,21.07397801,22.26179388,23.78439353,25.26779138,26.33800187,26.94817199,26.52415764,25.24284933,26.80115603,25.89110637,25.37340802,22.43470122,23.02400268,21.18105939,23.43910132,,,
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,22.53932847,22.36922143,22.13131176,21.83546076,21.49152973,21.10937996,20.6411819,20.06129759,19.41287565,18.73906472,18.08301344,17.32761908,16.42954352,15.54258233,14.82053108,14.41718532,14.27657153,14.20387141,14.14461345,14.04432614,13.84853794,12.31945198,12.37312479,12.41317146,12.75774047,11.30285782,10.23294181,9.799936427,11.08385728,10.24650237,9.218938604,,,
Luxembourg,LUX,17.42413558,17.26267643,17.06279171,16.83002075,16.56990285,16.28797733,15.9172701,15.44372964,14.9522792,14.527842,14.25534124,14.09142561,13.93644826,13.79088916,13.65522829,13.52994563,13.42672957,13.34366684,13.26083484,13.15831101,13.01617275,12.72798641,11.37645887,11.70814779,9.997828706,10.39153032,9.613185387,9.608466546,9.291788266,8.459104619,8.674761895,,,
Latvia,LVA,27.69213011,27.44024294,27.12311748,26.74875041,26.32513836,25.86027798,25.31579971,24.67169786,23.96351493,23.22679341,22.4970758,21.60679184,20.50803412,19.41583942,18.5452445,18.11128612,18.00870869,17.96040778,17.92364695,17.85568975,17.71379972,15.52558965,14.98250474,15.40936951,16.09931701,13.65540005,12.60307298,11.66799731,14.20760397,12.48658332,11.6020322,,,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,20.51348992,20.58957291,20.78790116,21.08028631,21.43854002,21.83447396,22.54478394,23.65674764,24.8580494,25.83637358,26.27940453,26.33670857,26.37323323,26.39973473,26.42696929,26.46569312,26.5559544,26.70157107,26.85895401,26.98451409,27.03466219,25.10259658,23.51702778,22.62626166,22.57564637,25.65354879,24.75459437,28.01615651,23.18562838,20.92990599,21.32126421,,,
Monaco,MCO,10.4915324,10.18907442,10.00767885,9.921492714,9.904663009,9.931336743,10.59341185,12.11463816,13.91694049,15.42224369,16.05247257,15.98367165,15.80260804,15.54729048,15.25572769,14.96592841,14.58960226,14.09170618,13.59011984,13.20272295,13.04739516,14.11977809,12.61696456,11.78031564,10.91377284,11.8411029,10.47251971,10.37645663,10.69549157,9.659078932,9.581069572,,,
Moldova,MDA,34.66767811,34.29935649,33.87652544,33.40584154,32.89396133,32.34754138,31.74993542,31.08498124,30.36006142,29.58255854,28.75985518,27.69582869,26.33698512,24.90465009,23.62014921,22.70480811,22.04607134,21.42512786,20.90391983,20.5443894,20.40847874,20.71069661,20.38358467,19.97948649,18.73711634,18.14789892,17.05611986,15.14239195,17.08079376,15.77281701,14.7583463,,,
Madagascar,MDG,10.70600835,10.58430707,10.51042704,10.47245716,10.45848633,10.45660345,10.5780517,10.87907669,11.26527092,11.64222689,11.91553713,12.07878242,12.2058972,12.32300448,12.45622727,12.63168856,12.85101204,13.11900191,13.46655191,13.92455578,14.52390726,16.01701781,14.70097017,15.50495195,15.00220058,16.07771766,16.13873646,12.55149979,12.72380957,12.79453865,12.75351995,,,
Maldives,MDV,22.0908747,22.0829101,21.97215713,21.77907669,21.5241297,21.22777705,20.61780668,19.593279,18.4315636,17.41003006,16.80604798,16.56951346,16.42794891,16.32516338,16.20496593,16.01116561,15.71448915,15.31800152,14.8140192,14.19485865,13.45283633,12.07395543,12.9660176,13.24011392,11.72584273,10.80856143,12.37548719,11.33337061,12.50346193,12.31398191,12.01239117,,,
Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,32.29922147,32.15655973,32.01379393,31.86939732,31.72184318,31.56960474,31.46993391,31.42816794,31.36490805,31.2007555,30.85631154,29.94440989,28.37541339,26.51621702,24.73371572,23.39480446,22.36966305,21.36375483,20.49690008,19.88891904,19.65963197,22.47363362,20.1560213,20.87393174,19.66785024,19.48648534,18.84491824,18.30022855,16.65218627,14.7051078,14.99234402,,,
Marshall Islands,MHL,11.23847143,11.05386686,10.9309091,10.85990068,10.83114415,10.83494205,10.95402563,11.21540063,11.52578139,11.79188224,11.92041749,11.9175548,11.86431179,11.77967779,11.68264213,11.59219411,11.50738025,11.41376799,11.31012809,11.19523127,11.0678483,10.89049254,10.78379854,10.7702518,10.54062824,10.27291372,10.34455531,10.38342887,10.54290754,10.80311032,10.72561945,,,
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,42.83739397,42.36821978,41.90548594,41.44646709,40.98843788,40.52867295,40.0256903,39.48881706,38.99154154,38.60735204,38.40973687,38.34652839,38.30513795,38.2684224,38.21923859,38.14044336,37.67876266,36.72145699,35.61218504,34.6946055,34.31237706,40.06468988,35.84244352,32.71691025,33.77753493,31.87247761,30.07992435,30.4645094,31.00453036,25.87868813,26.1186514,,,
Mali,MLI,65.83840792,63.56128903,61.75613189,60.44250558,59.63997915,59.36812166,59.9560841,61.35820532,63.03183621,64.43432762,65.02303043,64.81054745,64.30251894,63.69585198,63.18745363,62.97423097,63.46752476,64.64385517,66.04789836,67.2243305,67.71782775,62.45093735,69.89371112,51.33683035,56.47858194,74.14799084,66.18723029,66.77434433,63.6849309,57.39043743,56.78304892,,,
Malta,MLT,18.05880155,18.15599839,18.22352115,18.26453009,18.28218547,18.27964756,18.21615362,18.07354407,17.88888385,17.6992379,17.54167116,17.37394016,17.16076904,16.94967416,16.78817189,16.72377861,16.75907692,16.84324982,16.94371426,17.02788716,17.06318547,16.10270759,14.1063558,13.3766873,13.48048643,13.68147309,12.53256336,12.90260227,13.11329596,12.59091753,11.72266488,,,
Myanmar,MMR,41.64795526,41.42461303,41.19654277,40.96955621,40.74946508,40.54208112,40.3016074,40.01897778,39.75510021,39.57088261,39.52723292,39.74283906,40.17688759,40.65103441,40.98693543,41.00624655,40.54610498,39.59622415,38.20712431,36.42932571,34.3133486,29.48543984,33.17922386,35.16649866,31.22188927,29.91505392,31.17038664,28.1336718,31.5559917,32.16422796,32.315034,,,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,30.44709716,30.3457962,30.15722843,29.89341065,29.56635968,29.18809233,28.57353724,27.68762447,26.76737294,26.04980157,25.77192927,25.82354806,25.91629357,26.01995019,26.10430229,26.13913424,25.91940923,25.39544959,24.77007841,24.24611877,24.02639376,26.80963573,25.15272565,23.03281976,22.89337515,22.52261353,20.78183612,21.18858349,22.0010575,18.32319576,17.98241006,,,
Mongolia,MNG,19.90871319,19.84150768,19.81809441,19.83636901,19.89422713,19.98956441,20.19862718,20.53704546,20.91179037,21.22983304,21.39814461,21.36892324,21.21574657,21.02765499,20.89368886,20.90288857,21.25740732,22.11441473,23.49547583,25.42215561,27.9160191,35.8767855,38.23185898,36.11908619,32.63102145,33.60181626,34.39485077,31.40669659,30.34078904,31.0839272,29.65478665,,,
Northern Mariana Islands,MNP,9.54436115,9.462412479,9.383943192,9.30910127,9.238034692,9.17089144,9.161771914,9.229067889,9.319364406,9.379246506,9.355299232,9.232313857,9.049883674,8.836796752,8.621841157,8.433804957,8.275803905,8.127482799,7.982423276,7.83420697,7.676415518,7.486991283,7.505251281,8.341325455,7.950176757,10.0354065,8.849925782,8.6644482,9.624129863,9.841435576,9.714630851,,,
Mozambique,MOZ,19.6492489,19.35704016,19.15491843,19.02848213,18.96332968,18.94505949,19.08157655,19.40658147,19.79436613,20.11922244,20.25544227,20.18400714,20.01364981,19.81028909,19.63984379,19.56823271,19.67334901,19.94035879,20.29609026,20.66737163,20.98103112,21.31806106,21.48820918,21.70448685,21.61458571,21.57589505,21.06911773,18.75479866,18.82591935,19.59456447,20.08024843,,,
Mauritania,MRT,78.5620222,79.36814339,80.15390651,80.8979443,81.5788895,82.17537486,82.83006104,83.59986316,84.33479569,84.88487311,85.10010987,83.78080529,80.63293279,76.865018,73.68558655,72.30316407,72.30627695,72.43458083,72.6232952,72.80763956,72.9228334,72.98831295,83.03609208,64.50656978,64.15164703,83.02763439,76.54806529,79.97441808,75.83447869,72.1994109,70.82244421,,,
Mauritius,MUS,8.73603502,8.823964965,8.906561409,8.981945249,9.048237382,9.103558706,9.144503752,9.175615866,9.206939164,9.24851776,9.310395771,9.560666606,10.04846135,10.60538062,11.06302506,11.25299529,11.07757337,10.65242542,10.12922816,9.65965831,9.395392576,9.327235695,9.102718198,9.578834143,9.446592175,9.130273744,8.988295409,8.995949851,9.64568181,9.276666907,9.152968806,,,
Malawi,MWI,21.71966898,20.99928347,20.49321505,20.17030951,19.99941262,19.94937014,20.26573196,21.02124534,21.92555221,22.6882945,23.01911411,23.00779054,22.95545599,22.88878138,22.83443767,22.81909578,22.88596892,23.06525061,23.3640823,23.78960542,24.34896144,26.3935445,26.4999841,25.35241226,25.99733984,25.0076393,24.96046106,21.29094594,21.19738471,22.33702298,23.69831944,,,
Malaysia,MYS,31.52800144,29.9538012,28.5079371,27.24437742,26.21709042,25.48004434,24.94551458,24.48652355,24.09816002,23.77551278,23.51367062,23.33079248,23.21297526,23.10721468,22.96050646,22.71984634,22.14597455,21.15849556,19.9427015,18.68388446,17.56733656,16.55437274,17.91013822,18.79541989,17.10525023,16.92973309,16.38644193,14.94500758,16.65417533,17.81975108,16.19385322,,,
